aa8294adbc56   redis                                          0.26%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.15%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.28%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.84%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.66%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.86%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.94%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            63.57%    158.1MiB / 1GiB     15.44%    61.1MB / 37.1MB   0B / 12.3kB       17
68e199316701   mysql_db                                       48.70%    401.5MiB / 512MiB   78.41%    14.5MB / 36.3MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.14%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   70.67%    275.3MiB / 2GiB     13.44%    22MB / 23.9MB     12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            69.58%    193.5MiB / 1GiB     18.89%    67.2MB / 40.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       51.27%    401.5MiB / 512MiB   78.41%    15.3MB / 38.4MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   96.71%    278.7MiB / 2GiB     13.61%    25MB / 27.9MB     12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            53.92%    221.9MiB / 1GiB     21.67%    70.3MB / 42.7MB   0B / 12.3kB       17
68e199316701   mysql_db                                       46.95%    401.5MiB / 512MiB   78.41%    17MB / 42.6MB     2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   289.15%   308.3MiB / 2GiB     15.05%    26.4MB / 28.6MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            25.78%    234.9MiB / 1GiB     22.94%    77.1MB / 47MB     0B / 12.3kB       17
68e199316701   mysql_db                                       49.38%    401.5MiB / 512MiB   78.41%    18.4MB / 46.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.12%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   292.26%   320.4MiB / 2GiB     15.64%    28.5MB / 30.5MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            26.08%    229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       19.08%    401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.15%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   292.40%   314MiB / 2GiB       15.33%    29.8MB / 32MB     12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       1.03%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.28%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     311.6MiB / 2GiB     15.22%    30.1MB / 32.3MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.67%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.14%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.01%     311.6MiB / 2GiB     15.22%    30.1MB / 32.3MB   12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.84%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.23%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     311.6MiB / 2GiB     15.22%    30.1MB / 32.3MB   12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       1.10%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.24%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     311.6MiB / 2GiB     15.22%    30.1MB / 32.3MB   12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     229.9MiB / 1GiB     22.45%    81.5MB / 49.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.75%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.18%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     311.6MiB / 2GiB     15.22%    30.1MB / 32.3MB   12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            10.84%    232.6MiB / 1GiB     22.72%    81.8MB / 49.8MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.76%     401.4MiB / 512MiB   78.40%    19.6MB / 49.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.17%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   295.50%   317.3MiB / 2GiB     15.50%    30.2MB / 32.5MB   12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            16.79%    234.9MiB / 1GiB     22.94%    84.5MB / 51.4MB   0B / 12.3kB       17
68e199316701   mysql_db                                       10.67%    401.4MiB / 512MiB   78.40%    20.3MB / 51MB     2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.13%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   294.05%   323.2MiB / 2GiB     15.78%    31MB / 33.3MB     12.3kB / 36.9kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            10.72%    234.2MiB / 1GiB     22.87%    86MB / 52.3MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.82%     401.4MiB / 512MiB   78.40%    20.6MB / 51.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.18%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   302.40%   306MiB / 2GiB       14.94%    31.8MB / 34.2MB   12.3kB / 36.9kB   108
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            14.01%    236.3MiB / 1GiB     23.08%    86.3MB / 52.5MB   0B / 12.3kB       17
68e199316701   mysql_db                                       1.18%     401.4MiB / 512MiB   78.40%    20.6MB / 51.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.21%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   295.10%   309.6MiB / 2GiB     15.12%    31.9MB / 34.4MB   12.3kB / 36.9kB   114
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     235.6MiB / 1GiB     23.01%    89.1MB / 54.2MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.53%     401.4MiB / 512MiB   78.40%    21.3MB / 53.7MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.17%     2.957MiB / 256MiB   1.16%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   292.63%   287.6MiB / 2GiB     14.04%    32.9MB / 35.4MB   12.3kB / 36.9kB   114
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     235.6MiB / 1GiB     23.00%    89.1MB / 54.2MB   0B / 12.3kB       17
68e199316701   mysql_db                                       0.50%     401.4MiB / 512MiB   78.40%    21.3MB / 53.7MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   295.13%   287.9MiB / 2GiB     14.06%    32.9MB / 35.4MB   12.3kB / 36.9kB   123
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            58.20%    234MiB / 1GiB       22.85%    91.2MB / 55.6MB   0B / 12.3kB       17
68e199316701   mysql_db                                       33.61%    401.4MiB / 512MiB   78.40%    21.8MB / 54.7MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.14%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   296.20%   289.2MiB / 2GiB     14.12%    33MB / 35.5MB     12.3kB / 36.9kB   135
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     236.8MiB / 1GiB     23.13%    92.3MB / 56.2MB   0B / 12.3kB       17
68e199316701   mysql_db                                       11.59%    401.4MiB / 512MiB   78.40%    22.1MB / 55.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   304.03%   332.8MiB / 2GiB     16.25%    34.6MB / 37.5MB   12.3kB / 36.9kB   136
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.34%     240.8MiB / 1GiB     23.51%    94MB / 57.2MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.86%     401.4MiB / 512MiB   78.40%    22.3MB / 56.1MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.957MiB / 256MiB   1.16%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   303.33%   368.2MiB / 2GiB     17.98%    35MB / 37.9MB     12.3kB / 36.9kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            59.20%    301.5MiB / 1GiB     29.45%    99.9MB / 60.7MB   0B / 12.3kB       17
68e199316701   mysql_db                                       48.33%    401.5MiB / 512MiB   78.41%    23.5MB / 59.1MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.11%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   284.49%   405.6MiB / 2GiB     19.80%    37.3MB / 40.8MB   12.3kB / 36.9kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            49.01%    297.2MiB / 1GiB     29.03%    105MB / 63.9MB    0B / 12.3kB       17
68e199316701   mysql_db                                       50.11%    401.5MiB / 512MiB   78.41%    24.8MB / 62.3MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.24%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   27.86%    381.9MiB / 2GiB     18.65%    38.9MB / 42.2MB   12.3kB / 36.9kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.98%     401.4MiB / 512MiB   78.40%    25.3MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 36.9kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       1.00%     401.4MiB / 512MiB   78.40%    25.3MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       1.06%     401.4MiB / 512MiB   78.40%    25.3MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.83%     401.4MiB / 512MiB   78.40%    25.3MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.21%     2.957MiB / 256MiB   1.16%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.83%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.19%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       1.23%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.26%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.62%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.13%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377.1MiB / 2GiB     18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.70%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.14%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     377MiB / 2GiB       18.41%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       1.06%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.26%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     376.6MiB / 2GiB     18.39%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.85%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     376.3MiB / 2GiB     18.37%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     294.9MiB / 1GiB     28.80%    106MB / 65MB      0B / 12.3kB       17
68e199316701   mysql_db                                       0.60%     401.4MiB / 512MiB   78.40%    25.4MB / 63.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.707MiB / 256MiB   1.06%     21.6kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     376.2MiB / 2GiB     18.37%    39.7MB / 42.5MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            2.48%     295.2MiB / 1GiB     28.83%    106MB / 65.2MB    0B / 12.3kB       17
68e199316701   mysql_db                                       0.69%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.87%     3.676MiB / 256MiB   1.44%     93kB / 56.4kB     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   6.21%     376.3MiB / 2GiB     18.37%    39.8MB / 42.6MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.01%     295.2MiB / 1GiB     28.83%    107MB / 65.4MB    0B / 12.3kB       17
68e199316701   mysql_db                                       0.90%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     3.68MiB / 256MiB    1.44%     117kB / 86.8kB    61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.09%     375.7MiB / 2GiB     18.35%    39.9MB / 42.7MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     295.2MiB / 1GiB     28.83%    107MB / 65.4MB    0B / 12.3kB       17
68e199316701   mysql_db                                       1.00%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     3.68MiB / 256MiB    1.44%     117kB / 86.8kB    61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.01%     375.5MiB / 2GiB     18.34%    39.9MB / 42.7MB   12.3kB / 41kB     148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     295.2MiB / 1GiB     28.83%    107MB / 65.4MB    0B / 12.3kB       17
68e199316701   mysql_db                                       0.90%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     3.668MiB / 256MiB   1.43%     117kB / 86.8kB    61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     375.5MiB / 2GiB     18.33%    39.9MB / 42.7MB   12.3kB / 45.1kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            9.57%     295.2MiB / 1GiB     28.83%    108MB / 66.2MB    0B / 12.3kB       17
68e199316701   mysql_db                                       0.85%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          1.35%     3.789MiB / 256MiB   1.48%     276kB / 315kB     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   12.96%    374.4MiB / 2GiB     18.28%    40.6MB / 43.5MB   12.3kB / 45.1kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     295.2MiB / 1GiB     28.83%    108MB / 66.8MB    0B / 12.3kB       17
68e199316701   mysql_db                                       0.89%     401.4MiB / 512MiB   78.40%    25.4MB / 63.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     3.547MiB / 256MiB   1.39%     383kB / 467kB     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     374.6MiB / 2GiB     18.29%    41.1MB / 44MB     12.3kB / 45.1kB   148
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            17.81%    295.2MiB / 1GiB     28.83%    109MB / 67.4MB    0B / 12.3kB       17
