aa8294adbc56   redis                                          0.28%     2.707MiB / 256MiB   1.06%     19.3kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     18.79MiB / 2GiB     0.92%     7.54MB / 8.09MB   12.3kB / 20.5kB   20
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     15.9MiB / 1GiB      1.55%     20.7MB / 12.5MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.87%     401.4MiB / 512MiB   78.40%    5.05MB / 12.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.957MiB / 256MiB   1.16%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     18.79MiB / 2GiB     0.92%     7.54MB / 8.09MB   12.3kB / 20.5kB   20
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            17.49%    22.03MiB / 1GiB     2.15%     22.6MB / 13.7MB   0B / 12.3kB       16
68e199316701   mysql_db                                       13.94%    401.4MiB / 512MiB   78.40%    5.51MB / 13.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   16.92%    31.13MiB / 2GiB     1.52%     8.01MB / 8.59MB   12.3kB / 20.5kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            26.31%    24.61MiB / 1GiB     2.40%     24.9MB / 15MB     0B / 12.3kB       16
68e199316701   mysql_db                                       12.34%    401.5MiB / 512MiB   78.41%    5.88MB / 14.7MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.15%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   27.00%    31.66MiB / 2GiB     1.55%     9.09MB / 9.8MB    12.3kB / 20.5kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            17.68%    24.63MiB / 1GiB     2.41%     27.1MB / 16.4MB   0B / 12.3kB       16
68e199316701   mysql_db                                       13.53%    401.4MiB / 512MiB   78.40%    6.59MB / 16.5MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.19%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   25.62%    29.54MiB / 2GiB     1.44%     9.65MB / 10.4MB   12.3kB / 20.5kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     24.63MiB / 1GiB     2.41%     27.1MB / 16.4MB   0B / 12.3kB       16
68e199316701   mysql_db                                       1.11%     401.4MiB / 512MiB   78.40%    6.59MB / 16.5MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     30.81MiB / 2GiB     1.50%     9.88MB / 10.6MB   12.3kB / 20.5kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     24.63MiB / 1GiB     2.41%     27.1MB / 16.4MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.83%     401.4MiB / 512MiB   78.40%    6.59MB / 16.5MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.19%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     30.81MiB / 2GiB     1.50%     9.88MB / 10.6MB   12.3kB / 24.6kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            66.92%    43.22MiB / 1GiB     4.22%     31.3MB / 18.9MB   0B / 12.3kB       16
68e199316701   mysql_db                                       49.28%    401.5MiB / 512MiB   78.41%    7.54MB / 18.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.30%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   63.09%    57.36MiB / 2GiB     2.80%     11MB / 12MB       12.3kB / 24.6kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            72.26%    70.82MiB / 1GiB     6.92%     35.3MB / 21.3MB   0B / 12.3kB       16
68e199316701   mysql_db                                       50.03%    401.5MiB / 512MiB   78.41%    8.23MB / 20.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.29%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   75.34%    102.8MiB / 2GiB     5.02%     12.9MB / 14.2MB   12.3kB / 24.6kB   21
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            42.58%    76.38MiB / 1GiB     7.46%     39.4MB / 23.9MB   0B / 12.3kB       16
68e199316701   mysql_db                                       23.41%    401.5MiB / 512MiB   78.41%    9.56MB / 23.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.18%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   293.68%   112.5MiB / 2GiB     5.49%     14.1MB / 15.2MB   12.3kB / 24.6kB   64
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     75.58MiB / 1GiB     7.38%     40MB / 24.3MB     0B / 12.3kB       16
68e199316701   mysql_db                                       0.97%     401.4MiB / 512MiB   78.40%    9.73MB / 24.3MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     109.9MiB / 2GiB     5.36%     14.6MB / 15.7MB   12.3kB / 24.6kB   71
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            7.05%     76.09MiB / 1GiB     7.43%     40.1MB / 24.3MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.71%     401.4MiB / 512MiB   78.40%    9.73MB / 24.3MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     109.9MiB / 2GiB     5.36%     14.6MB / 15.7MB   12.3kB / 28.7kB   71
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            50.78%    77.79MiB / 1GiB     7.60%     41.4MB / 25.1MB   0B / 12.3kB       16
68e199316701   mysql_db                                       33.97%    401.5MiB / 512MiB   78.41%    10MB / 25MB       2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.17%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   295.81%   118.8MiB / 2GiB     5.80%     14.8MB / 16MB     12.3kB / 28.7kB   78
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            11.39%    79.3MiB / 1GiB      7.74%     44MB / 26.7MB     0B / 12.3kB       16
68e199316701   mysql_db                                       0.99%     401.4MiB / 512MiB   78.40%    10.6MB / 26.7MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.23%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   295.51%   143MiB / 2GiB       6.98%     16MB / 17.2MB     12.3kB / 28.7kB   78
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            11.25%    83.96MiB / 1GiB     8.20%     45.7MB / 27.7MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.77%     401.4MiB / 512MiB   78.40%    11MB / 27.6MB     2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.19%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   292.27%   171.4MiB / 2GiB     8.37%     16.7MB / 18MB     12.3kB / 28.7kB   85
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            26.14%    87.72MiB / 1GiB     8.57%     46.3MB / 28MB     0B / 12.3kB       16
68e199316701   mysql_db                                       12.47%    401.5MiB / 512MiB   78.41%    11.1MB / 27.9MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   298.64%   180.8MiB / 2GiB     8.83%     16.8MB / 18.2MB   12.3kB / 28.7kB   87
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            14.93%    94.68MiB / 1GiB     9.25%     47.2MB / 28.6MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.94%     401.4MiB / 512MiB   78.40%    11.3MB / 28.2MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   294.43%   232MiB / 2GiB       11.33%    17.3MB / 18.9MB   12.3kB / 28.7kB   90
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            55.81%    133.5MiB / 1GiB     13.04%    50.9MB / 30.8MB   0B / 12.3kB       16
68e199316701   mysql_db                                       51.42%    401.5MiB / 512MiB   78.41%    12.2MB / 30.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.10%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   294.37%   269MiB / 2GiB       13.13%    17.8MB / 19.5MB   12.3kB / 28.7kB   90
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            2.09%     153.4MiB / 1GiB     14.98%    52.6MB / 31.9MB   0B / 12.3kB       16
68e199316701   mysql_db                                       0.94%     401.4MiB / 512MiB   78.40%    12.7MB / 31.8MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.16%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   288.16%   292.9MiB / 2GiB     14.30%    19.2MB / 20.8MB   12.3kB / 28.7kB   99
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.15%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.27%     2.957MiB / 256MiB   1.16%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   4.61%     271.5MiB / 2GiB     13.26%    20.7MB / 22.2MB   12.3kB / 28.7kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.57%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.13%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     271.1MiB / 2GiB     13.24%    20.7MB / 22.2MB   12.3kB / 28.7kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.10%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.26%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     271MiB / 2GiB       13.23%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.92%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.23%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     271MiB / 2GiB       13.23%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.82%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.23%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     270.8MiB / 2GiB     13.22%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.08%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.26%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     270.2MiB / 2GiB     13.19%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.52%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.14%     2.957MiB / 256MiB   1.16%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     269.3MiB / 2GiB     13.15%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.04%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     269.1MiB / 2GiB     13.14%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.06%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.29%     2.957MiB / 256MiB   1.16%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     269.1MiB / 2GiB     13.14%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.79%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.19%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     269MiB / 2GiB       13.14%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.06%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.24%     2.957MiB / 256MiB   1.16%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     268.6MiB / 2GiB     13.11%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.8MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.62%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.22%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     268.3MiB / 2GiB     13.10%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       0.53%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.20%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     268.3MiB / 2GiB     13.10%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.20%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.25%     2.707MiB / 256MiB   1.06%     19.9kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     268MiB / 2GiB       13.09%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.22%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.27%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     268MiB / 2GiB       13.09%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.12%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.27%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     267.8MiB / 2GiB     13.07%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.20%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
aa8294adbc56   redis                                          0.27%     2.707MiB / 256MiB   1.06%     20.8kB / 447B     61.4kB / 0B       5
fcacb1271c4b   load-testing-from-scratch-load_test_server-1   0.00%     266.5MiB / 2GiB     13.01%    20.7MB / 22.2MB   12.3kB / 32.8kB   104
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
1982299b8812   app                                            0.00%     153.5MiB / 1GiB     14.99%    55.9MB / 34MB     0B / 12.3kB       17
68e199316701   mysql_db                                       1.21%     401.4MiB / 512MiB   78.40%    13.4MB / 33.6MB   2.48MB / 15.4MB   58
