b2e296a96561   mysql_db                                       1.17%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.24%     2.895MiB / 256MiB   1.13%     22kB / 726B       0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.7MiB / 2GiB     11.61%    17.2MB / 18.4MB   0B / 24.6kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.01%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.22%     2.645MiB / 256MiB   1.03%     22kB / 726B       0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.7MiB / 2GiB     11.61%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       0.80%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.17%     2.645MiB / 256MiB   1.03%     22kB / 726B       0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.7MiB / 2GiB     11.61%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       0.95%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.21%     2.645MiB / 256MiB   1.03%     22kB / 726B       0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.7MiB / 2GiB     11.61%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.13%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.27%     2.645MiB / 256MiB   1.03%     22.7kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.7MiB / 2GiB     11.61%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.00%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.24%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.5MiB / 2GiB     11.60%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.09%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.25%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     237.4MiB / 2GiB     11.59%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.08%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.24%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     236.9MiB / 2GiB     11.57%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.08%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.24%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     236.7MiB / 2GiB     11.56%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.00%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.22%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     236.4MiB / 2GiB     11.54%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.00%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.24%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     235.9MiB / 2GiB     11.52%    17.2MB / 18.4MB   0B / 28.7kB      81
CONTAINER ID   NAME                                           CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O        PIDS
5cff13a5cff0   app                                            0.00%     183.3MiB / 1GiB     17.90%    46.2MB / 28.2MB   0B / 24.6kB      19
b2e296a96561   mysql_db                                       1.08%     410.7MiB / 512MiB   80.22%    11MB / 27.8MB     459kB / 15.2MB   60
3ddf6b553d50   redis                                          0.26%     2.645MiB / 256MiB   1.03%     22.9kB / 726B     0B / 0B          5
d2b11f88f556   load-testing-from-scratch-load_test_server-1   0.00%     235.9MiB / 2GiB     11.52%    17.2MB / 18.4MB   0B / 28.7kB      81
